"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,2486
7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,2487
8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,2488
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,2489
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,2491
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,2492
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,2494
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2495
7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6,2497
7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,2500
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,2501
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2502
5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6,2503
7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,2504
6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6,2506
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,2507
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,2509
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,2510
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,2511
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,2512
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,2513
9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6,2514
5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,6,2518
7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6,2519
5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6,2520
7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,2521
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,2523
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6,2525
6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,6,2526
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,2527
7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,2528
7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6,2530
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,2531
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,2535
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,2536
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,2539
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,2540
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,2545
8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,2546
6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6,2547
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,2548
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,2549
7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6,2551
7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6,2553
7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6,2554
7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6,2555
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6,2557
6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6,2558
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6,2559
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,2560
7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6,2563
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,2564
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,2565
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,2566
7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,2567
7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6,2571
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,2572
8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6,2575
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,2576
6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,6,2577
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,2578
7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6,2579
8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6,2581
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,2584
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6,2585
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,2587
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,2589
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,2591
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,2592
9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6,2594
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,2595
7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6,2597
7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6,2598
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,2601
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,2602
6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,6,2603
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,2604
6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6,2605
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,2607
7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,6,2608
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,2610
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,2611
8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,2612
6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,2613
7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6,2614
6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,6,2615
8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,2617
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,2619
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,2620
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,2622
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,2623
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,2624
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,2625
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6,2626
7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6,2628
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,2634
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,2639
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,2644
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,2645
7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,2646
6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,6,2647
6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,2648
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,2650
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,2651
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,2652
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,2655
7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,6,2656
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,2657
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,2658
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,2659
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,2660
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,2662
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,2663
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,2664
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,2666
7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,2670
6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6,2671
6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6,2673
6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6,2674
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,2675
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,2676
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,2678
7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,2679
8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,2681
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,2686
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,2688
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,2690
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,2691
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,2692
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,2694
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,2696
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6,2698
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6,2701
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6,2702
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,2703
7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6,2704
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6,2706
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6,2707
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,2711
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6,2714
7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6,2715
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,2716
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,2717
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,2720
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6,2721
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,2723
6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6,2725
5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6,2726
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,2727
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,2728
6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6,2729
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,2730
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,2731
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6,2732
8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6,2733
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6,2734
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,2735
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6,2736
7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6,2737
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6,2739
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,2741
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6,2742
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,2744
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,2745
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,2747
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,2748
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6,2749
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6,2751
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6,2753
7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6,2757
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,2759
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,2760
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,2761
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,2763
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,2764
6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,6,2765
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,2766
5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6,2767
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,2768
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,2769
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,2770
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,2771
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,2773
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,2774
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,2775
6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6,2776
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,2777
6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6,2778
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6,2779
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,2780
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,2781
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,2782
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,2783
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,2784
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,2785
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,2788
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,2789
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6,2790
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,2794
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6,2796
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,2797
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,2798
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,2799
7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6,2800
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,2801
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2802
6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6,2804
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,2806
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2807
6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6,2808
7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,2809
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,2812
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,2815
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6,2816
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6,2820
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2823
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,2824
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,2825
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2827
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,2830
5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6,2831
5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,2832
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6,2833
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,2834
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,2835
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,2836
6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,2840
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,2842
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,2844
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,2845
5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,2846
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,2847
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,2848
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,2851
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,2854
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,2856
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,2858
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,2859
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,2860
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,2862
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,2863
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,2864
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,2865
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,2866
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2868
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,2871
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,2872
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,2873
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2876
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,2877
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2879
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,2881
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2883
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,2885
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,2886
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,2887
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,2888
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2890
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,2891
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,2892
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,2894
6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,2895
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,2896
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2898
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,2899
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,2900
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,2901
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,2902
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,2903
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,2905
8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,2906
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,2908
6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,2909
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,2910
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,2911
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,2912
6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,2913
6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,2914
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,2915
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,2916
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,2917
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,2918
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,2919
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,2921
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,2922
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2923
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,2924
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,2925
7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,2926
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2927
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,2930
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2932
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,2933
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,2935
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,2936
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,2938
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,2940
6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,2942
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,2943
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,2944
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,2945
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6,2946
5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6,2947
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,2948
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,2949
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,2952
6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,2954
