"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id","quality.hat","match"
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3566,5,FALSE
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3567,6,TRUE
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,3568,6,TRUE
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,3571,6,TRUE
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,3574,6,TRUE
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,6,3575,6,TRUE
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,3577,6,TRUE
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,3578,6,TRUE
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,3580,6,TRUE
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,3582,6,TRUE
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,3583,6,TRUE
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,3585,6,TRUE
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,3589,6,TRUE
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,3591,6,TRUE
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,3595,6,TRUE
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,3597,6,TRUE
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,3599,5,FALSE
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,3600,6,TRUE
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,3601,5,FALSE
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,3602,6,TRUE
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,3603,6,TRUE
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,3605,5,FALSE
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,3606,6,TRUE
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,3607,6,TRUE
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,6,3614,6,TRUE
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,3618,5,FALSE
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6,3620,6,TRUE
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,3624,6,TRUE
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,3629,6,TRUE
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,3630,6,TRUE
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,3634,6,TRUE
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,3636,6,TRUE
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,3638,6,TRUE
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,3639,6,TRUE
6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6,3642,5,FALSE
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,3647,6,TRUE
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,3655,6,TRUE
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,3661,6,TRUE
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,3663,6,TRUE
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,3664,6,TRUE
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,3665,6,TRUE
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3666,5,FALSE
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3668,5,FALSE
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,3671,5,FALSE
5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6,3673,5,FALSE
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,3676,5,FALSE
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,3677,6,TRUE
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,3678,5,FALSE
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6,3679,6,TRUE
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6,3682,6,TRUE
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,3685,6,TRUE
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,3686,5,FALSE
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,3689,5,FALSE
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,3690,6,TRUE
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,3692,6,TRUE
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,3693,6,TRUE
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,3694,6,TRUE
6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6,3699,6,TRUE
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,3700,5,FALSE
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,3701,6,TRUE
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,3707,6,TRUE
6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,3709,6,TRUE
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3715,6,TRUE
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3716,6,TRUE
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3718,6,TRUE
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3719,5,FALSE
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6,3721,5,FALSE
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3722,5,FALSE
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,3725,6,TRUE
5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,3726,5,FALSE
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,3728,6,TRUE
5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,3729,6,TRUE
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,3732,6,TRUE
4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6,3734,6,TRUE
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,3737,5,FALSE
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,3740,6,TRUE
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,3745,5,FALSE
6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6,3749,5,FALSE
6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,3750,6,TRUE
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,3762,5,FALSE
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,3769,6,TRUE
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,3775,6,TRUE
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,3778,5,FALSE
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,3783,6,TRUE
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6,3784,6,TRUE
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,3785,5,FALSE
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6,3786,5,FALSE
6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6,3790,5,FALSE
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6,3791,5,FALSE
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6,3794,6,TRUE
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,3799,6,TRUE
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,3801,6,TRUE
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6,3803,5,FALSE
4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,3807,5,FALSE
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,3809,6,TRUE
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6,3811,5,FALSE
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,3813,6,TRUE
7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6,3814,5,FALSE
6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6,3815,6,TRUE
5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6,3822,5,FALSE
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6,3825,6,TRUE
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,3827,5,FALSE
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,3828,5,FALSE
4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,3833,6,TRUE
6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6,3834,6,TRUE
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,3836,6,TRUE
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6,3838,5,FALSE
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,3847,6,FALSE
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,3848,6,FALSE
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,3849,6,FALSE
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,3850,5,FALSE
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,3852,6,FALSE
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,3853,5,FALSE
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,3856,6,FALSE
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,3858,5,FALSE
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,3864,6,FALSE
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,3865,6,FALSE
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,3870,6,FALSE
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,3871,5,FALSE
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,3875,6,FALSE
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,3882,5,FALSE
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,3887,6,FALSE
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,3888,5,FALSE
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,3889,5,FALSE
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,3895,6,FALSE
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,3896,5,FALSE
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,3897,5,FALSE
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,3898,6,FALSE
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,3899,6,FALSE
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,3900,6,FALSE
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,3902,6,FALSE
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,3904,6,FALSE
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,3905,6,FALSE
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,3912,6,FALSE
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,3915,6,FALSE
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,3916,6,FALSE
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,3917,6,FALSE
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,3921,6,FALSE
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,3923,6,FALSE
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,3925,6,FALSE
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,3928,5,FALSE
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,3930,5,FALSE
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7,3932,5,FALSE
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,3941,5,FALSE
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,3943,6,FALSE
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3945,6,FALSE
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3946,5,FALSE
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3947,5,FALSE
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3951,6,FALSE
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3952,5,FALSE
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,3963,6,FALSE
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,3965,6,FALSE
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,3973,6,FALSE
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,3974,5,FALSE
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,3978,5,FALSE
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,3979,6,FALSE
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7,3980,6,FALSE
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7,3988,6,FALSE
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,4002,5,FALSE
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4006,5,FALSE
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,7,4015,6,FALSE
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,4016,5,FALSE
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4019,5,FALSE
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,4020,6,FALSE
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,4021,6,FALSE
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,4023,5,FALSE
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,4025,6,FALSE
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,4028,6,FALSE
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,4029,6,FALSE
7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,4031,6,FALSE
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4034,6,FALSE
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,4038,6,FALSE
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,4039,6,FALSE
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,4041,6,FALSE
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,4042,6,FALSE
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4047,6,FALSE
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4049,5,FALSE
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7,4053,6,FALSE
6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,4054,6,FALSE
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,4059,5,FALSE
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,4062,6,FALSE
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,4065,6,FALSE
7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,4066,6,FALSE
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4067,6,FALSE
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,4069,6,FALSE
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,4070,6,FALSE
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,4071,5,FALSE
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7,4074,6,FALSE
6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7,4076,5,FALSE
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,4078,6,FALSE
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,4079,5,FALSE
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,4082,6,FALSE
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7,4085,6,FALSE
7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,4086,6,FALSE
7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7,4087,5,FALSE
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,4089,5,FALSE
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,4090,6,FALSE
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,4093,6,FALSE
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,4100,6,FALSE
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,4103,6,FALSE
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4104,5,FALSE
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,4106,6,FALSE
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4115,5,FALSE
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,4118,6,FALSE
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,4124,6,FALSE
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,4127,6,FALSE
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,4128,6,FALSE
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,4130,5,FALSE
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,4131,5,FALSE
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4134,5,FALSE
5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,4135,6,FALSE
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,4136,6,FALSE
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,4137,6,FALSE
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,4141,6,FALSE
8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,4143,5,FALSE
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7,4145,5,FALSE
7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,4146,6,FALSE
7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,4147,5,FALSE
6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,4148,6,FALSE
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,4151,5,FALSE
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4153,5,FALSE
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4155,5,FALSE
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,4158,5,FALSE
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,4159,5,FALSE
7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,4163,5,FALSE
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,4173,6,FALSE
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,4176,6,FALSE
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,4178,5,FALSE
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,4180,6,FALSE
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,4182,6,FALSE
8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,4183,5,FALSE
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,4184,6,FALSE
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,4187,6,FALSE
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,4188,5,FALSE
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,4194,6,FALSE
6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7,4199,6,FALSE
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,4201,6,FALSE
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4202,5,FALSE
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4203,5,FALSE
6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,4204,5,FALSE
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4208,6,FALSE
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4209,6,FALSE
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4210,6,FALSE
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,4213,6,FALSE
6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,4215,6,FALSE
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,4217,6,FALSE
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,4219,6,FALSE
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,4225,5,FALSE
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,4232,5,FALSE
7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,4234,5,FALSE
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,4236,6,FALSE
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,4239,6,FALSE
7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,4243,5,FALSE
7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,4244,5,FALSE
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,4245,6,FALSE
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,4246,6,FALSE
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7,4249,6,FALSE
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,4250,6,FALSE
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,4256,6,FALSE
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,4257,6,FALSE
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,4259,5,FALSE
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,4261,5,FALSE
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,4269,6,FALSE
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7,4271,5,FALSE
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4272,6,FALSE
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4273,6,FALSE
