"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,4131
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4134
5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,4135
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,4136
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,4137
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,4141
8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,4143
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7,4145
7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,4146
7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,4147
6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,4148
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,4151
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4153
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4155
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,4158
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,4159
7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,4163
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,4173
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,4176
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,4178
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,4180
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,4182
8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,4183
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,4184
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,4187
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,4188
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,4194
6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7,4199
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,4201
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4202
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4203
6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,4204
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4208
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4209
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,4210
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,4213
6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,4215
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,4217
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,4219
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,4225
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,4232
7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,4234
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,4236
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,4239
7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,4243
7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,4244
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,4245
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,4246
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7,4249
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,4250
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,4256
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,4257
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,4259
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,4261
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,4269
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7,4271
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4272
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4273
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,4276
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,4277
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7,4282
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,4286
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,4290
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7,4293
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4302
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,4305
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,4306
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,4309
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,4310
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,4316
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,4318
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,4322
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,4326
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,4333
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,4334
7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,4336
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,4339
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,4340
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,4341
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,4344
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,4345
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,4348
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,4351
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4358
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4359
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,4361
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,4365
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,4367
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,4368
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,4370
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,4372
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,4374
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,4385
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4389
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4390
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,4391
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7,4394
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7,4396
5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,4397
6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,7,4400
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,4403
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,4404
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,4405
6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7,4406
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,4407
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,4408
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,4409
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7,4416
6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,4417
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,4420
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,4423
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,4425
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,4429
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7,4432
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,4442
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,4447
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,4449
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,4451
6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,4452
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,4455
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,4459
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7,4463
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,4465
5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7,4466
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,4467
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,4470
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,4473
6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7,4474
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,4477
6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7,4480
7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,4486
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,4487
4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,4488
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,4492
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,4493
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,4494
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,4495
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,4496
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,4498
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,4501
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,4503
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,4509
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,4514
6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7,4516
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,4518
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,4519
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,4524
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,4525
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,4527
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,4528
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4531
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4538
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4539
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4543
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4544
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,4546
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,4549
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,4550
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,4551
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,4552
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,4556
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,4557
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,4558
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,4559
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,4560
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,4564
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,4568
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,4569
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,4576
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,4579
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,4584
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,4585
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,4586
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,4595
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7,4597
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,4602
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,4604
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,4605
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,4607
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4609
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4610
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4612
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4613
6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,4614
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4617
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,4619
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,4620
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,4622
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,4628
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,4630
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,4631
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,4632
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4633
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4636
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,4640
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4642
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,4643
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,4647
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,4650
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,4651
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,4652
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7,4653
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,4655
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,7,4659
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,4660
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,4662
5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,7,4665
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7,4668
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,4670
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,4671
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,7,4678
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,4679
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7,4680
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,4681
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,4684
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,4686
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,4687
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7,4688
6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,4689
5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7,4690
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7,4692
5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7,4693
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,4695
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,4702
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,4704
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,4707
6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,7,4709
6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7,4713
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4716
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,4723
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,4724
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,4725
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,4731
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,4732
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,4733
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,4737
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,4739
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,4741
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,4742
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,4746
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,4749
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,4750
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,4757
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,4759
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,4761
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,4762
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,4763
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8,4766
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,4769
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,4774
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,4779
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,4780
6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,4785
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,4786
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,4790
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,4792
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,4795
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,4797
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,4803
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,4806
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,4809
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,4814
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,4816
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,4819
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,4821
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,4822
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,4824
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,4827
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,4829
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,4833
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,4834
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,4836
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,4837
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,4839
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,4840
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,4841
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,4847
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,4848
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,4849
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8,4851
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,4854
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,4855
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,4858
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,4861
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,4870
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,4872
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,4876
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,4879
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4881
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4882
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4883
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4888
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,4889
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,4890
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,8,4892
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,4894
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,4896
